age,monthly_income,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,brand_loyalty_score,environmental_awareness,time_pressure_level,shopping_preference,digital_engagement,online_intensity,physical_preference,online_spend_ratio,gender_Female,gender_Male,gender_Other,city_tier_Tier 1,city_tier_Tier 2,city_tier_Tier 3
38,147152,9,4.5,10,5,31,0,23091,68019,9,0,2,3,7,4,4,2,4,8,2,10.9,0.96875,10.0,0.15691830951458685,False,False,True,False,False,True
29,47675,4,2.8,9,9,32,10,90993,118612,4,6,7,10,8,8,7,6,8,2,2,10.0,0.7441860465116279,7.0,1.9085703498615656,True,False,False,False,False,True
67,37007,1,2.5,1,10,9,15,89543,34885,1,1,1,4,6,9,10,3,8,10,2,7.7,0.36,4.5,2.419557933419801,True,False,False,False,False,True
21,128805,8,2.5,8,4,44,2,7581,62026,10,1,2,7,8,6,7,4,10,5,2,8.1,0.9361702127659575,9.2,0.05885595391519029,False,False,True,False,False,True
71,97641,4,2.5,10,5,40,2,106589,64459,8,1,4,3,3,3,3,9,9,1,2,11.9,0.9302325581395349,3.2,1.0916306507445566,False,False,True,False,False,True
66,110815,14,2.6,4,9,14,7,69434,85634,9,1,4,2,9,3,8,6,5,5,2,12.5,0.6363636363636364,8.7,0.6265701703725094,False,False,True,False,True,False
59,61815,10,4.0,9,9,30,12,138859,51813,3,8,7,8,6,9,5,2,5,2,2,11.3,0.6976744186046512,7.2,2.24632781156982,False,True,False,False,True,False
37,98482,11,4.6,2,2,23,15,86002,28668,2,5,6,7,1,5,9,7,9,7,2,12.899999999999999,0.5897435897435898,5.5,0.8732674674816974,True,False,False,True,False,False
55,15639,11,2.1,9,5,28,14,5859,83835,5,5,1,9,1,7,3,9,5,9,2,9.4,0.6511627906976745,7.4,0.374616368286445,True,False,False,False,False,True
42,78593,8,3.4,8,8,17,9,31541,65234,1,9,2,3,5,6,8,8,8,4,2,10.100000000000001,0.6296296296296297,4.9,0.4013156220576634,True,False,False,False,True,False
31,93038,8,3.3,6,1,6,16,88650,116862,4,1,2,8,10,4,1,5,10,4,2,7.8999999999999995,0.2608695652173913,9.6,0.9528262341598684,True,False,False,True,False,False
28,249566,9,3.4,5,4,33,2,104692,7565,6,3,1,4,3,9,6,6,7,4,1,8.1,0.9166666666666666,7.2,0.4194945645858627,True,False,False,False,False,True
49,108899,14,4.2,3,8,13,13,20280,88507,7,5,1,3,7,2,6,7,7,10,2,9.5,0.48148148148148145,5.3,0.18622589531680442,False,False,True,False,True,False
28,18736,12,3.6,1,10,19,0,33554,114241,2,5,6,5,5,7,9,8,2,4,2,13.799999999999999,0.95,5.0,1.790788279874046,True,False,False,False,True,False
78,31473,10,3.0,6,2,28,8,116009,67354,10,5,3,6,8,9,7,9,5,1,2,10.899999999999999,0.7567567567567568,8.8,3.685867700324077,False,False,True,False,False,True
35,143771,7,1.7,10,1,36,18,30074,111086,9,3,7,5,1,8,3,3,3,9,2,10.7,0.6545454545454545,9.8,0.20917842138942214,True,False,False,False,True,False
44,140801,4,2.9,5,6,41,9,95763,22494,2,8,5,7,8,1,2,8,4,8,1,10.299999999999999,0.803921568627451,2.9,0.6801252823113308,False,False,True,False,True,False
72,180091,12,1.1,8,6,30,10,58196,90791,5,9,1,9,3,10,5,9,4,9,2,5.9,0.7317073170731707,11.0,0.3231459476267685,False,True,False,False,True,False
71,122598,12,3.1,1,1,18,13,125433,37994,7,6,2,3,8,9,4,2,9,10,2,10.4,0.5625,11.3,1.0231160123655167,False,False,True,False,False,True
35,101623,14,2.9,10,3,22,15,86566,68461,9,0,2,1,5,2,1,6,5,6,2,11.700000000000001,0.5789473684210527,7.5,0.8518263402345903,False,True,False,False,False,True
73,240097,2,0.6,1,10,6,6,130050,88958,7,7,4,2,10,5,5,8,2,10,2,8.899999999999999,0.46153846153846156,5.6,0.5416538246882523,True,False,False,False,False,True
40,51820,6,1.9,7,8,5,8,116751,117459,6,2,1,5,4,1,8,8,3,4,2,6.1,0.35714285714285715,10.8,2.252966943903051,False,False,True,False,True,False
28,230933,4,1.5,8,9,34,12,76269,99014,6,0,3,10,3,9,9,5,10,9,2,5.5,0.723404255319149,11.2,0.33026319208085425,True,False,False,True,False,False
38,72589,6,3.4,10,8,28,6,13832,4645,5,3,3,7,2,2,1,10,6,3,1,11.5,0.8,6.6,0.190549662487946,False,False,True,False,False,True
61,211879,8,2.1,1,1,12,0,114260,73253,9,3,7,2,5,6,1,8,7,8,2,7.6,0.9230769230769231,9.0,0.5392675099112705,False,True,False,True,False,False
22,33414,3,0.6,9,4,38,6,61544,112680,10,1,5,10,8,4,9,8,9,1,2,7.6,0.8444444444444444,5.6,1.8418075714499476,True,False,False,False,False,True
40,142378,1,3.1,7,9,24,1,80780,37888,4,8,3,4,3,5,8,9,7,8,2,8.6,0.9230769230769231,4.1,0.5673589504070122,False,False,True,False,False,True
58,39220,5,2.8,7,1,33,1,3718,149340,2,1,5,1,10,10,7,2,10,4,2,9.2,0.9428571428571428,9.1,0.09479615512098111,True,False,False,True,False,False
76,75531,12,2.7,8,4,18,0,59271,146343,1,4,6,1,8,5,8,9,5,7,2,6.9,0.9473684210526315,4.0,0.7847137637028014,False,False,True,False,True,False
42,125002,3,1.1,8,10,3,8,36433,68817,4,4,1,1,9,2,1,1,8,2,2,8.6,0.25,8.8,0.2914570050318792,False,False,True,False,False,True
58,188497,6,3.3,1,7,23,9,19298,58327,1,5,6,8,9,3,4,10,8,7,2,11.5,0.696969696969697,2.9,0.10237774406094495,False,False,True,False,False,True
71,24387,3,2.4,4,7,32,9,107607,128190,9,2,6,3,9,5,5,3,8,4,2,10.7,0.7619047619047619,2.9,4.412292930949647,False,False,True,False,True,False
27,91815,1,2.3,9,7,42,4,149383,65975,8,6,2,2,8,10,1,8,5,3,2,6.3999999999999995,0.8936170212765957,3.4,1.6269822253202055,False,False,True,True,False,False
39,42584,9,0.9,3,10,1,6,47473,97373,4,4,1,7,6,8,1,7,2,6,2,8.8,0.125,5.6,1.1147822003052719,False,False,True,False,False,True
36,59783,5,0.9,6,4,1,9,3529,107486,2,5,5,2,6,6,8,4,8,1,2,6.1000000000000005,0.09090909090909091,8.9,0.0590291716847317,False,True,False,False,True,False
18,185881,13,6.0,4,8,13,2,39566,121999,10,5,6,5,6,6,8,7,3,6,2,15.9,0.8125,10.2,0.21285546744709008,False,False,True,True,False,False
24,200399,13,1.0,1,3,49,11,38227,46618,10,6,2,7,6,1,5,9,4,6,2,9.200000000000001,0.8032786885245902,9.1,0.19075349301397207,False,False,True,True,False,False
21,139494,2,0.0,3,9,10,19,122145,16612,6,6,1,9,2,8,5,8,4,3,1,7.0,0.3333333333333333,2.9,0.8756227821785727,False,True,False,False,False,True
18,130814,2,2.0,3,6,33,15,47436,57003,6,3,1,10,5,7,7,3,10,2,2,13.0,0.673469387755102,4.5,0.36261896571494096,False,True,False,False,False,True
32,145752,11,2.3,3,7,37,17,125381,115857,3,0,4,9,9,8,5,8,3,8,2,7.5,0.6727272727272727,11.7,0.8602292920214335,False,True,False,False,False,True
57,156929,14,1.3,6,9,27,15,63540,10421,3,0,6,9,5,7,1,4,8,9,1,8.1,0.627906976744186,7.5,0.40489390173962914,False,False,True,True,False,False
29,188333,9,1.4,9,4,38,9,19763,95539,7,0,5,4,1,10,2,1,6,8,2,8.9,0.7916666666666666,9.9,0.10493591173128591,False,False,True,False,True,False
39,88588,12,2.3,7,5,21,0,60307,148721,7,2,2,4,9,6,9,3,1,2,2,12.899999999999999,0.9545454545454546,8.0,0.6807504317691813,False,True,False,True,False,False
39,163067,1,3.0,7,1,41,15,81973,11498,10,1,3,8,3,2,8,3,1,3,1,12.0,0.7192982456140351,2.5,0.5026921284372163,False,True,False,True,False,False
67,28580,10,0.7,1,10,32,4,38935,95018,9,4,7,6,3,5,8,4,1,4,2,9.299999999999999,0.8648648648648649,2.4,1.362268640005598,True,False,False,False,True,False
64,33240,3,2.0,9,8,37,11,43913,115631,6,4,4,3,5,10,7,2,2,4,2,7.0,0.7551020408163265,9.1,1.3210493065792244,False,True,False,False,False,True
34,98446,12,2.5,4,2,30,15,127875,98359,10,4,4,5,5,4,1,1,4,3,2,6.9,0.6521739130434783,3.5,1.2989222627403578,True,False,False,False,False,True
46,221824,13,2.2,8,5,13,13,99184,139287,5,2,1,2,2,3,3,2,1,8,2,10.100000000000001,0.48148148148148145,4.3,0.44712723994139525,True,False,False,False,False,True
63,119533,13,1.6,1,5,37,9,42511,56349,10,3,7,2,6,9,5,8,4,10,2,5.6,0.7872340425531915,4.9,0.3556393996687135,True,False,False,False,False,True
31,192183,10,1.2,8,10,8,15,4712,55657,9,9,2,4,9,2,2,2,4,6,2,8.8,0.3333333333333333,3.5,0.024518170086999958,False,True,False,False,True,False
67,236519,11,4.7,9,4,23,14,142487,18724,2,4,7,10,3,3,1,1,1,4,2,12.700000000000001,0.6052631578947368,11.4,0.6024310840520887,True,False,False,False,True,False
37,180938,7,0.0,5,4,28,10,29936,133568,2,2,7,7,5,6,6,10,10,2,2,3.4,0.717948717948718,4.0,0.16544802391966354,False,True,False,False,False,True
67,95974,14,3.8,7,2,4,5,3354,23649,4,5,2,4,2,2,2,9,9,6,2,11.299999999999999,0.4,5.5,0.0349466006772597,False,False,True,False,True,False
65,88401,1,1.0,10,3,41,18,51903,88018,4,7,4,5,6,3,4,3,4,7,2,9.100000000000001,0.6833333333333333,4.8,0.5871247256849392,False,True,False,False,False,True
50,228165,2,2.8,2,10,38,14,91543,12121,10,5,3,10,3,10,10,3,4,6,1,9.1,0.7169811320754716,3.4,0.401212275273266,False,False,True,False,False,True
72,158283,14,2.6,1,2,26,12,15085,7316,10,6,4,9,6,5,5,4,6,4,1,8.5,0.6666666666666666,4.2,0.09530337873695383,False,True,False,False,True,False
76,205057,6,1.1,6,1,7,18,102484,10084,10,2,1,3,3,6,6,6,7,8,2,3.6,0.2692307692307692,7.8,0.4997805498932009,False,False,True,True,False,False
60,179340,9,2.3,9,4,28,0,87587,64254,4,1,7,8,5,7,2,6,2,2,2,8.5,0.9655172413793104,3.0,0.48838246692055914,False,False,True,False,True,False
32,18646,12,2.0,1,9,11,9,127004,111921,5,1,3,3,10,4,5,5,6,8,2,5.800000000000001,0.5238095238095238,4.9,6.810961548774602,False,False,True,False,True,False
29,201443,9,2.5,10,6,7,10,134950,102605,3,0,7,3,10,10,8,6,4,6,2,7.699999999999999,0.3888888888888889,6.0,0.6699132265046365,False,False,True,True,False,False
57,57816,12,4.2,1,8,41,11,86820,72725,2,6,5,4,5,6,3,10,1,7,2,10.200000000000001,0.7735849056603774,5.1,1.5016344673711883,False,False,True,False,True,False
71,104460,8,4.3,4,2,40,13,116269,34841,4,0,2,6,7,2,8,9,6,4,2,8.2,0.7407407407407407,3.3,1.11303740151827,False,True,False,True,False,False
37,59112,14,1.5,10,2,20,15,59791,26989,9,0,6,5,4,4,1,4,10,10,2,5.2,0.5555555555555556,9.5,1.011469558303588,True,False,False,False,True,False
47,66048,3,2.9,6,2,47,6,116867,78449,4,0,7,9,4,10,7,8,6,10,2,6.7,0.8703703703703703,2.6,1.7693984768883708,False,True,False,True,False,False
55,200983,2,3.8,9,8,46,3,5584,72110,10,0,2,7,5,8,1,6,3,4,2,13.0,0.92,10.3,0.027783306133821597,False,False,True,False,True,False
20,221518,1,1.9,2,1,8,15,112080,47576,10,9,5,10,9,7,10,4,10,5,2,7.9,0.3333333333333333,8.5,0.5059611139450793,True,False,False,False,True,False
45,147850,11,3.3,5,5,13,18,51818,108830,1,5,5,5,9,9,3,9,2,9,2,12.3,0.40625,7.8,0.35047446415648187,False,False,True,False,False,True
73,60752,11,5.6,7,4,0,2,97610,109861,10,2,6,7,10,10,10,5,3,9,2,11.200000000000001,0.0,8.2,1.6066696294833176,False,False,True,False,True,False
43,231049,9,1.0,4,1,30,8,103497,74074,8,1,3,8,4,3,3,5,10,10,2,6.3,0.7692307692307693,9.8,0.4479420038952608,False,False,True,True,False,False
47,85726,13,3.1,6,10,15,16,51481,101127,3,2,2,3,5,2,1,2,4,2,2,9.3,0.46875,7.6,0.6005225891492761,False,False,True,True,False,False
30,226912,14,1.2,6,7,38,3,86030,27587,1,7,6,5,7,10,1,3,2,1,1,2.9000000000000004,0.9047619047619048,2.3,0.3791320902724833,False,True,False,False,False,True
30,173361,5,1.7,4,1,26,8,92817,50551,1,9,1,7,7,9,8,4,9,8,2,8.799999999999999,0.7428571428571429,2.8,0.5353941463527185,False,True,False,False,False,True
19,59788,12,1.9,4,6,10,13,116787,8206,5,3,2,9,1,8,4,5,10,9,1,8.299999999999999,0.4166666666666667,3.3,1.953319172423021,False,False,True,True,False,False
54,19747,3,3.1,9,1,1,11,78009,45207,4,6,3,3,3,3,8,8,6,6,2,9.299999999999999,0.07692307692307693,10.1,3.9502228073728984,False,False,True,False,False,True
66,220894,10,5.1,1,9,30,18,118094,4501,7,1,7,9,6,5,4,10,5,3,1,7.8,0.6122448979591837,3.8,0.5346159940243101,True,False,False,False,True,False
55,15045,10,1.7,5,3,49,10,58862,116678,7,9,7,10,1,1,10,5,7,3,2,7.9,0.8166666666666667,3.0,3.912136115911206,False,False,True,False,True,False
19,241350,11,3.8,9,2,23,3,80762,102235,9,1,4,7,10,10,5,3,7,3,2,9.099999999999998,0.8518518518518519,3.3,0.33462467526548473,True,False,False,True,False,False
53,22758,5,1.3,9,7,38,12,29613,104739,3,6,3,1,1,8,6,9,3,1,2,8.299999999999999,0.7450980392156863,8.2,1.301155586800826,True,False,False,True,False,False
71,140076,14,1.9,9,1,2,13,11196,98477,10,1,6,1,9,1,1,2,6,3,2,7.799999999999999,0.125,9.3,0.0799274684637735,True,False,False,False,True,False
43,169509,11,4.2,2,7,47,9,100489,63978,10,2,5,6,4,2,2,9,9,9,2,9.899999999999999,0.8245614035087719,10.9,0.5928204825674002,False,True,False,True,False,False
28,165657,12,3.7,7,9,3,15,16269,17932,2,0,3,2,1,6,5,3,5,7,2,11.700000000000001,0.15789473684210525,10.5,0.0982083569764213,False,True,False,False,False,True
25,244831,3,2.0,10,4,29,19,120275,102212,1,3,4,5,8,1,4,6,7,9,2,10.4,0.5918367346938775,11.9,0.49125522807476146,False,True,False,False,True,False
61,155926,9,1.7,8,10,2,19,93648,143835,2,8,3,7,8,7,2,7,5,8,2,7.9,0.09090909090909091,9.9,0.6005887370372033,False,False,True,False,True,False
57,198148,13,3.1,1,2,3,5,25239,7728,2,9,6,5,3,6,3,5,3,7,0,6.4,0.3333333333333333,2.5,0.12737384493487225,False,False,True,True,False,False
60,71950,1,1.6,2,4,12,11,36001,27998,6,5,6,1,9,3,5,10,9,10,2,5.200000000000001,0.5,11.1,0.5003544078609053,False,False,True,True,False,False
39,163421,1,1.9,1,9,13,15,88189,73042,1,7,6,8,5,6,7,9,5,8,2,9.6,0.4482758620689655,3.5,0.5396397057923658,False,False,True,True,False,False
37,242300,3,2.0,9,8,9,7,72650,45810,8,6,6,3,10,7,2,7,1,9,2,11.4,0.5294117647058824,5.7,0.29983367794602583,True,False,False,True,False,False
25,167420,6,2.3,10,5,13,2,72568,36484,5,7,1,1,6,6,3,5,3,9,2,5.199999999999999,0.8125,6.2,0.43344622239742925,False,False,True,False,False,True
46,180368,11,1.7,5,8,16,14,15347,138288,1,0,6,7,4,10,9,4,3,9,2,6.5,0.5161290322580645,2.4,0.08508668341012036,False,False,True,True,False,False
57,247352,14,0.4,4,7,21,17,133310,29700,7,0,5,4,7,3,4,8,10,6,2,6.4,0.5384615384615384,3.7,0.5389463641031239,False,False,True,False,False,True
43,34455,2,4.5,8,4,45,7,72061,73411,8,7,4,1,3,3,10,5,1,10,2,6.800000000000001,0.8490566037735849,5.7,2.091391920130021,False,True,False,True,False,False
47,224896,14,3.6,3,3,36,8,51341,116821,1,5,7,5,7,9,3,3,8,2,2,9.700000000000001,0.8,5.8,0.22828672681271872,True,False,False,True,False,False
34,200093,1,2.4,8,1,20,19,84573,58859,2,9,7,10,3,7,2,9,6,6,2,9.2,0.5,9.9,0.422666346816996,True,False,False,False,True,False
37,217995,8,1.5,3,3,24,11,56817,108220,9,5,3,7,9,2,7,7,5,10,2,8.8,0.6666666666666666,2.1,0.26063322262793814,False,True,False,True,False,False
69,246897,11,4.1,6,8,2,14,9164,112129,10,7,1,4,2,5,2,3,10,1,2,10.100000000000001,0.11764705882352941,8.4,0.037116542053803596,False,True,False,False,True,False
72,185365,10,3.1,4,9,18,11,64635,17803,2,3,2,4,2,7,10,10,7,5,0,9.3,0.6,7.1,0.34868854050904696,False,False,True,False,True,False
33,245502,9,1.7,8,9,31,14,5895,147749,7,0,3,2,10,8,7,6,6,4,2,6.6000000000000005,0.6739130434782609,2.4,0.024011926534502633,False,True,False,False,False,True
63,103552,10,3.2,7,5,14,17,115133,112059,4,6,3,7,7,5,1,6,3,7,2,6.2,0.4375,5.7,1.111826794008865,True,False,False,False,True,False
79,61116,13,2.6,5,4,40,2,23500,44514,8,1,7,8,7,1,6,6,4,4,2,8.6,0.9302325581395349,9.2,0.3845084019176334,False,True,False,False,False,True
60,135461,12,2.7,3,6,23,17,144418,120077,9,6,6,7,6,6,2,8,4,8,2,10.1,0.5609756097560976,10.7,1.0661144822902364,False,True,False,False,True,False
24,55484,1,3.6,5,7,8,7,34641,3204,8,7,2,5,3,2,3,10,1,6,1,10.299999999999999,0.5,2.7,0.624330900243309,True,False,False,True,False,False
33,176287,3,3.2,4,6,9,17,47295,97805,4,5,6,1,7,10,4,10,9,3,2,11.999999999999998,0.3333333333333333,7.7,0.26828258304592484,False,True,False,False,True,False
62,96638,14,3.6,8,5,47,9,115831,145694,2,9,2,4,4,7,2,5,6,2,2,10.8,0.8245614035087719,3.9,1.198594770227341,False,False,True,False,True,False
76,149476,5,4.9,5,2,31,6,77479,30687,2,1,1,1,8,5,8,4,3,3,2,12.399999999999999,0.8157894736842105,1.6,0.5183339242826656,False,False,True,False,False,True
64,183332,7,3.3,10,3,39,1,92786,82732,1,6,7,1,2,2,7,3,8,7,2,9.9,0.9512195121951219,6.1,0.5061063747388631,False,False,True,False,True,False
73,115647,10,5.6,10,9,6,17,119258,83702,5,8,6,2,5,8,9,4,1,9,2,16.2,0.25,4.7,1.0312154122855561,True,False,False,False,True,False
65,80642,4,4.1,5,7,45,9,78742,136890,6,9,6,2,1,5,10,2,10,7,2,9.799999999999999,0.8181818181818182,6.9,0.9764269682427489,False,False,True,False,False,True
44,226803,6,2.2,2,10,49,18,63116,66951,7,0,4,1,9,3,6,4,2,8,2,10.600000000000001,0.7205882352941176,10.8,0.2782843336096365,True,False,False,False,False,True
70,61009,1,0.5,9,2,26,2,71346,112283,6,5,3,2,4,6,6,2,10,3,2,7.2,0.896551724137931,3.2,1.1694148500245862,False,False,True,False,False,True
40,238761,4,4.1,6,1,14,5,19227,149644,3,6,5,5,10,4,8,7,1,2,2,11.7,0.7,8.5,0.08052788969769059,True,False,False,True,False,False
41,143824,8,0.8,1,1,43,9,18774,20860,4,3,3,1,9,6,7,2,5,1,2,7.6,0.8113207547169812,6.9,0.13053363462541281,True,False,False,False,False,True
26,44605,5,2.7,3,1,20,19,57126,110059,8,6,4,6,1,2,1,10,10,6,2,8.700000000000001,0.5,2.9,1.2806797291844148,True,False,False,False,False,True
52,125879,8,3.4,4,6,9,9,116707,111749,5,2,6,2,8,3,3,3,9,5,2,10.799999999999999,0.47368421052631576,5.9,0.9271290117572291,False,True,False,False,True,False
68,199277,12,1.1,10,5,22,12,129078,94920,7,9,2,9,10,4,1,2,10,5,2,8.6,0.6285714285714286,9.2,0.6477282991599674,False,False,True,False,False,True
37,183641,1,1.7,10,7,4,9,92981,4086,10,8,1,6,10,5,5,5,3,5,1,9.7,0.2857142857142857,1.9,0.5063166378061663,True,False,False,False,False,True
54,135827,13,1.1,2,5,48,18,125251,124080,7,0,7,1,7,8,10,9,9,8,2,10.5,0.7164179104477612,6.8,0.9221294578437436,False,True,False,False,True,False
59,20580,10,5.2,10,9,5,13,107377,40751,3,3,3,3,6,2,6,6,7,4,2,12.500000000000002,0.2631578947368421,5.3,5.217287789708955,True,False,False,False,False,True
34,129902,9,3.5,4,1,21,10,64738,108997,7,7,7,2,5,10,7,9,2,5,2,7.3999999999999995,0.65625,3.0,0.49835646597846084,False,True,False,False,False,True
64,20400,4,1.6,2,9,27,19,132948,126613,9,2,2,7,10,7,7,8,7,8,2,8.8,0.574468085106383,7.9,6.516739375520808,False,True,False,False,False,True
48,185715,9,0.5,6,4,18,15,96522,35905,5,5,4,4,5,8,5,2,2,2,2,6.0,0.5294117647058824,4.5,0.5197290486549355,False,False,True,False,False,True
72,242257,8,1.4,10,10,48,2,117330,44376,5,2,5,3,2,4,1,1,4,7,2,7.5,0.9411764705882353,10.2,0.4843183713231348,True,False,False,False,True,False
74,111032,8,1.7,9,7,13,12,144709,33757,4,1,5,2,3,9,9,3,3,3,2,7.800000000000001,0.5,5.2,1.3032972179442148,False,False,True,False,False,True
25,142319,13,1.8,1,2,47,13,47559,55617,9,7,7,5,1,10,5,7,1,3,2,6.2,0.7704918032786885,4.3,0.3341694772344013,True,False,False,True,False,False
32,232245,12,3.5,5,3,6,8,113019,69706,8,3,7,4,1,7,7,10,8,10,2,5.0,0.4,3.8,0.48663486131085143,False,True,False,False,True,False
48,121960,2,0.7,9,4,14,3,16977,58559,9,8,5,6,4,4,9,7,7,6,2,10.1,0.7777777777777778,7.3,0.13920023614106147,True,False,False,False,True,False
70,54015,14,3.9,7,5,31,13,149721,7136,8,6,2,9,2,9,7,9,6,9,1,9.4,0.6888888888888889,3.3,2.7717898400473935,True,False,False,True,False,False
47,86713,3,0.2,6,2,21,10,126353,119730,8,6,3,9,2,4,5,9,5,9,2,3.0000000000000004,0.65625,2.0,1.4571234172106005,False,False,True,False,False,True
63,218877,10,2.4,7,7,45,11,18567,3307,8,9,2,4,3,5,10,9,10,9,1,9.5,0.7894736842105263,3.1,0.08482807774193843,True,False,False,True,False,False
37,161046,9,1.6,9,6,20,16,108093,53422,8,6,4,6,7,10,2,2,8,3,2,9.4,0.5405405405405406,2.6,0.6711891559606823,True,False,False,True,False,False
77,160109,3,3.8,3,9,18,15,79989,75623,1,3,4,3,3,1,8,1,5,9,2,10.299999999999999,0.5294117647058824,7.5,0.49958778339891324,False,True,False,False,True,False
56,230364,14,4.4,8,7,12,0,73760,30013,10,0,3,1,5,10,6,6,1,4,2,8.5,0.9230769230769231,8.0,0.32018752848740045,False,True,False,False,True,False
70,162239,14,3.6,1,10,21,15,44967,43084,5,2,5,8,8,6,3,10,9,1,2,7.800000000000001,0.5675675675675675,8.5,0.27716346153846155,False,True,False,True,False,False
72,103754,8,3.1,10,10,9,17,86944,61382,10,9,7,10,3,7,5,6,6,2,2,14.7,0.3333333333333333,11.7,0.8379740735386246,False,False,True,False,True,False
29,236775,5,2.2,6,2,45,10,138226,55729,8,9,4,7,3,8,4,9,2,5,2,5.6000000000000005,0.8035714285714286,8.0,0.5837838294421732,True,False,False,False,False,True
66,58148,14,4.2,9,3,45,1,131314,40712,9,3,7,5,1,2,3,1,1,7,2,7.2,0.9574468085106383,7.1,2.2582331596416103,False,True,False,True,False,False
34,218225,7,1.2,1,3,43,15,127108,109212,2,8,7,7,7,7,7,5,1,5,2,6.9,0.7288135593220338,10.5,0.5824603851053495,False,False,True,True,False,False
59,167606,4,3.1,5,8,23,15,1323,119642,9,1,7,6,4,4,7,10,3,10,2,11.5,0.5897435897435898,2.5,0.00789346507007464,False,True,False,True,False,False
47,237067,8,3.9,8,8,7,3,26260,93100,4,7,6,8,4,4,5,3,5,8,2,14.000000000000002,0.6363636363636364,5.3,0.11076990568107041,False,True,False,False,False,True
46,137790,4,3.7,10,3,7,0,27979,113435,8,7,5,9,1,2,6,2,6,8,2,9.600000000000001,0.875,6.0,0.20305390047245467,False,True,False,True,False,False
36,101078,5,3.2,6,8,48,10,108586,122237,7,0,6,7,3,8,2,10,2,1,2,9.5,0.8135593220338984,3.0,1.0742686413597284,False,False,True,False,True,False
63,71879,14,3.2,6,5,48,6,112118,51761,9,0,1,2,6,6,8,5,8,4,2,7.1,0.8727272727272727,8.6,1.559794101279911,False,True,False,True,False,False
28,134894,1,3.7,3,4,38,5,108458,82411,7,3,5,7,8,8,7,9,3,10,2,12.299999999999999,0.8636363636363636,10.5,0.8040179398791653,True,False,False,True,False,False
51,80839,10,2.3,8,4,49,5,139397,90801,9,6,2,10,5,1,6,2,3,6,2,8.6,0.8909090909090909,10.5,1.7243567540821376,True,False,False,False,False,True
67,44756,8,4.4,1,4,18,19,22013,98870,5,0,2,5,7,8,5,5,7,3,2,10.700000000000001,0.47368421052631576,7.9,0.49183367964787633,False,True,False,False,True,False
24,158755,7,5.2,4,1,41,17,50195,25814,3,4,1,2,5,2,6,1,3,3,2,12.200000000000001,0.6949152542372882,3.7,0.3161770263801053,True,False,False,True,False,False
61,195557,11,0.1,8,7,17,7,70598,92061,2,7,6,6,6,5,8,10,6,1,2,7.3999999999999995,0.68,2.7,0.3610079874001575,False,False,True,True,False,False
75,244303,5,2.0,6,10,32,5,119578,143829,3,4,7,2,1,6,6,9,9,1,2,8.7,0.8421052631578947,3.5,0.48946394655838626,True,False,False,False,False,True
51,157097,6,1.0,9,10,47,7,43053,51380,2,5,7,7,3,6,1,8,10,2,2,10.6,0.8545454545454545,6.7,0.2740518657143948,False,False,True,False,False,True
76,232498,1,1.7,1,4,36,2,33735,102766,8,0,6,7,6,6,7,1,1,1,2,4.9,0.9230769230769231,5.2,0.14509739826837964,True,False,False,True,False,False
37,164787,8,2.7,2,2,28,3,94813,131510,10,3,3,1,9,9,2,2,1,9,2,9.3,0.875,7.3,0.5753634973420395,False,True,False,False,False,True
67,216169,9,3.1,1,1,31,5,75179,144417,2,7,1,7,4,6,7,7,4,9,2,10.0,0.8378378378378378,6.5,0.34777721237914605,True,False,False,True,False,False
55,244455,11,2.3,4,3,7,16,97915,107089,8,5,2,2,2,2,9,1,2,6,2,7.8,0.2916666666666667,2.6,0.40054242890336095,False,True,False,False,True,False
41,248139,5,3.3,9,1,31,0,4796,76087,5,2,6,6,4,5,1,8,10,3,2,10.6,0.96875,8.0,0.01932779882324494,False,False,True,True,False,False
27,107943,10,1.5,4,5,11,14,56439,75879,1,1,2,8,5,9,7,10,6,3,2,9.3,0.4230769230769231,10.4,0.5228544430445417,False,True,False,False,False,True
49,233188,7,2.0,9,6,21,14,147451,74541,5,2,7,6,6,5,7,2,5,1,2,10.799999999999999,0.5833333333333334,5.4,0.6323239946995785,False,False,True,False,True,False
69,221777,10,3.3,6,6,19,11,39702,86946,7,8,2,8,9,8,8,1,2,4,2,9.7,0.6129032258064516,5.1,0.17901685469253037,True,False,False,False,True,False
32,163188,13,2.1,5,6,44,5,28173,51345,8,8,6,9,9,8,8,4,9,1,2,8.299999999999999,0.88,8.5,0.17264031276617908,True,False,False,True,False,False
54,51744,4,0.8,10,7,25,19,59251,909,7,3,3,2,1,10,1,3,6,1,1,8.6,0.5555555555555556,6.9,1.1450574934776308,True,False,False,False,True,False
37,139697,6,5.4,4,1,16,4,75661,30254,2,3,3,1,5,10,1,2,3,1,2,11.1,0.7619047619047619,4.4,0.5416040315537803,False,True,False,False,False,True
20,233651,2,3.7,10,4,41,6,7566,58353,1,1,5,2,10,5,6,9,9,1,2,7.1000000000000005,0.8541666666666666,2.6,0.03238149042165271,False,False,True,True,False,False
54,131072,4,2.7,2,10,33,7,100805,141763,7,6,4,3,1,4,3,9,2,5,2,11.4,0.8048780487804879,3.7,0.769075248144164,False,True,False,False,False,True
