,age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender_Female,gender_Male,gender_Other,city_tier_Tier 1,city_tier_Tier 2,city_tier_Tier 3,shopping_preference_Hybrid,shopping_preference_Online,shopping_preference_Store
6549,41,94397,8.1,2,2.1,7,2,39,8,51812,22913,6,8,1,4,9,3,10,4,4,4,10,True,False,False,True,False,False,True,False,False
6550,37,92123,4.5,12,4.2,4,10,43,17,109273,130335,9,4,1,4,9,8,9,5,7,9,10,True,False,False,False,False,True,False,False,True
6551,75,28515,4.1,12,2.2,8,4,37,8,135350,52486,7,3,2,9,1,5,10,4,2,8,8,False,False,True,False,False,True,False,False,True
6552,54,102211,4.0,11,4.0,5,2,24,19,146855,109263,7,8,5,8,1,10,8,4,4,7,9,False,False,True,False,True,False,False,False,True
6553,37,184694,5.6,14,2.0,6,3,33,9,37757,95712,2,9,7,7,7,1,10,8,7,9,2,False,True,False,False,True,False,False,False,True
6554,29,31600,6.4,14,1.4,4,1,14,15,128724,120673,2,3,6,3,9,5,2,1,2,9,2,False,False,True,False,False,True,False,False,True
6555,50,173964,6.7,10,0.9,3,10,15,11,114088,95191,7,0,5,10,9,7,4,9,1,2,1,False,True,False,False,False,True,False,False,True
6556,45,229351,3.2,13,2.4,2,3,3,5,65387,89860,3,6,3,10,2,6,3,7,10,4,1,True,False,False,False,False,True,False,False,True
6557,25,84310,4.1,12,2.6,8,7,25,13,24197,85222,9,9,2,8,5,2,7,7,1,7,5,True,False,False,True,False,False,False,False,True
6558,18,167873,4.6,13,1.3,5,8,46,7,67993,39512,3,8,4,10,2,10,10,1,6,8,6,True,False,False,False,False,True,True,False,False
6559,54,183767,9.5,2,1.3,10,6,38,14,37659,5946,4,7,1,5,4,3,5,5,6,4,3,False,False,True,False,True,False,False,True,False
6560,39,174925,5.2,7,4.0,6,1,46,9,22107,39636,2,8,5,10,8,2,3,7,6,7,8,False,False,True,False,False,True,False,False,True
6561,23,150501,3.0,2,3.5,6,7,25,4,110754,15945,10,3,5,5,4,5,4,7,2,1,3,False,False,True,True,False,False,True,False,False
6562,78,150678,6.8,1,4.9,4,3,47,19,134322,34258,2,9,6,4,5,8,6,6,10,9,8,True,False,False,False,False,True,False,False,True
6563,38,150550,5.8,4,0.4,9,9,27,15,138618,3176,8,3,1,2,6,10,2,10,8,6,7,True,False,False,False,False,True,False,True,False
6564,49,129380,3.7,14,4.7,7,2,48,7,129196,43404,1,0,6,2,9,7,1,2,6,1,7,False,False,True,True,False,False,False,False,True
6565,52,229888,5.1,6,1.5,10,9,36,10,43498,53963,4,5,5,10,10,7,3,7,1,10,8,False,False,True,False,True,False,False,False,True
6566,32,186206,5.3,10,0.8,8,10,37,2,73331,36247,7,1,4,8,4,6,10,10,8,7,6,False,False,True,True,False,False,False,False,True
6567,22,216035,5.8,10,2.8,7,2,35,1,47417,67228,6,8,1,6,1,1,10,8,6,2,10,False,False,True,True,False,False,False,False,True
6568,77,126780,7.9,4,0.1,4,2,9,0,139079,84610,9,0,4,7,10,1,7,5,1,5,1,True,False,False,False,False,True,False,False,True
6569,73,216969,7.1,1,3.9,9,4,32,0,45231,116327,8,6,1,2,7,4,7,4,9,6,9,True,False,False,True,False,False,False,False,True
6570,63,171547,6.3,1,2.7,2,2,7,19,129310,70322,2,9,2,1,2,8,7,1,4,5,9,False,False,True,True,False,False,False,False,True
6571,67,81177,8.0,9,1.6,5,7,37,9,31717,72954,10,7,5,4,4,1,4,2,3,4,9,False,False,True,False,True,False,False,False,True
6572,65,167802,5.2,1,3.8,2,3,41,17,57232,62289,10,4,1,4,4,5,6,6,3,3,10,True,False,False,False,False,True,False,False,True
6573,23,167185,4.5,7,2.3,8,4,35,15,128893,10766,10,0,7,8,10,6,1,8,6,5,1,False,False,True,True,False,False,True,False,False
6574,42,166083,6.6,11,2.5,9,1,20,18,70181,24274,6,0,6,2,2,1,3,3,10,7,2,False,True,False,False,True,False,False,False,True
6575,73,70746,6.5,12,3.3,3,10,44,15,83265,141328,1,4,3,9,4,7,2,2,8,10,5,False,False,True,False,False,True,False,False,True
6576,63,138075,3.0,12,1.7,5,4,49,2,63217,95474,3,0,1,6,10,4,5,7,7,5,9,True,False,False,True,False,False,False,False,True
6577,76,188925,9.0,12,1.1,9,4,19,6,82940,113988,8,8,7,9,4,8,2,9,7,5,5,True,False,False,True,False,False,False,False,True
6578,73,100195,4.0,14,2.3,6,4,33,5,56139,49082,10,9,7,10,6,10,3,5,10,5,3,False,True,False,True,False,False,False,False,True
6579,57,51818,7.1,7,0.7,3,9,37,10,77528,133412,1,8,2,2,7,9,2,8,5,3,3,True,False,False,True,False,False,False,False,True
6580,46,183393,7.1,1,1.9,6,3,42,4,131782,110166,1,8,1,1,5,3,8,9,2,6,10,False,False,True,False,False,True,False,False,True
6581,24,36309,1.0,1,1.2,9,7,27,8,89104,75269,1,6,7,1,10,10,5,5,7,2,10,False,True,False,False,False,True,False,False,True
6582,57,164760,6.5,6,2.1,10,4,31,3,39462,78875,5,9,6,2,9,4,10,3,8,8,3,False,False,True,False,False,True,False,False,True
6583,30,43176,9.3,8,1.3,7,1,11,11,114946,145336,7,8,6,4,3,6,1,6,1,9,5,False,True,False,False,False,True,False,False,True
6584,55,83879,4.6,7,2.1,4,10,8,9,60200,101370,4,6,7,8,1,10,10,5,9,6,5,True,False,False,False,False,True,False,False,True
6585,35,82592,2.2,6,3.8,4,3,42,2,23475,84894,9,0,1,1,5,2,10,5,5,3,5,False,False,True,False,True,False,False,False,True
6586,19,99728,5.8,10,1.5,1,9,14,6,61606,7334,6,9,4,9,5,5,10,6,2,3,2,True,False,False,False,False,True,False,True,False
6587,25,235084,6.9,3,3.0,3,10,12,1,77395,31536,5,4,5,1,1,1,1,8,10,5,9,True,False,False,False,False,True,False,False,True
6588,28,155488,5.8,14,0.1,9,6,1,7,17672,110285,5,2,4,10,4,3,5,7,7,4,1,True,False,False,True,False,False,False,False,True
6589,50,186066,4.1,12,2.1,1,8,19,12,149207,81486,6,0,5,6,2,10,9,8,5,1,10,False,False,True,False,False,True,False,False,True
6590,71,212494,3.9,11,1.4,2,9,13,14,48399,4992,2,8,3,3,10,4,6,5,5,8,9,False,False,True,False,True,False,False,True,False
6591,78,23584,2.8,7,2.6,2,8,41,0,50857,1405,3,2,7,10,3,7,5,9,2,8,3,False,True,False,False,True,False,False,True,False
6592,55,139555,2.3,6,1.8,8,5,14,1,10552,70282,3,6,3,9,9,10,10,4,2,2,1,False,True,False,False,True,False,False,False,True
6593,65,108302,5.3,8,3.6,6,6,28,17,119648,129087,9,3,4,8,4,2,8,7,7,10,7,False,True,False,True,False,False,False,False,True
6594,44,137408,6.8,4,2.0,7,10,20,18,133142,8047,4,9,5,1,3,6,4,2,8,4,10,False,False,True,True,False,False,False,True,False
6595,37,33830,6.3,9,4.0,4,2,9,6,81622,78594,6,6,2,8,9,1,3,5,10,3,5,False,False,True,False,True,False,False,False,True
6596,29,231897,6.5,1,0.0,4,9,40,1,121669,59391,1,7,7,4,9,6,9,5,1,4,10,False,True,False,False,False,True,False,False,True
6597,60,92066,7.3,12,2.6,4,6,37,15,74915,70244,7,1,4,7,5,1,10,9,7,3,2,True,False,False,False,False,True,False,False,True
6598,78,18591,8.6,13,2.7,6,8,20,15,95369,106445,6,1,1,10,9,5,3,4,2,6,3,True,False,False,False,True,False,False,False,True
6599,48,108878,6.1,7,1.3,4,7,34,3,110385,105859,7,0,4,10,2,2,9,4,8,4,6,False,True,False,False,True,False,False,False,True
6600,44,140407,6.7,9,2.5,1,10,43,16,55837,130523,10,6,1,10,5,6,4,1,8,4,6,False,True,False,True,False,False,False,False,True
6601,49,131869,6.7,10,3.1,1,2,16,13,113374,141507,3,1,7,4,1,9,10,9,10,8,6,True,False,False,True,False,False,False,False,True
6602,78,36395,6.3,14,3.9,8,2,43,7,1031,33029,1,2,4,7,3,1,7,10,2,7,10,False,False,True,False,False,True,False,False,True
6603,27,200254,6.0,1,2.1,2,5,3,8,106807,32517,5,5,5,8,1,2,3,8,2,2,10,False,True,False,True,False,False,False,False,True
6604,20,31738,6.2,10,1.9,9,3,13,7,47788,140674,6,1,2,4,8,10,2,2,1,9,4,True,False,False,False,True,False,False,False,True
6605,62,148703,9.1,3,1.7,10,1,39,17,86299,100682,10,8,2,2,1,4,2,6,9,8,5,True,False,False,False,False,True,False,False,True
6606,44,163977,8.9,7,2.6,8,10,31,6,1773,138070,4,0,1,2,8,1,7,5,3,4,2,False,False,True,False,True,False,False,False,True
6607,52,34056,2.6,9,1.3,1,3,17,12,104293,11131,8,6,2,6,6,3,4,2,2,2,8,False,False,True,False,True,False,False,False,True
6608,48,136656,6.4,14,3.5,10,7,33,0,54041,18673,3,2,1,1,6,6,4,5,8,2,2,False,False,True,False,True,False,False,True,False
6609,32,130316,6.0,1,0.4,8,10,31,7,126810,52839,8,3,5,3,4,7,1,10,4,7,1,False,True,False,False,False,True,False,False,True
6610,33,235154,8.5,6,2.4,9,9,13,8,29093,96952,5,4,2,4,9,3,4,1,10,7,7,False,True,False,False,False,True,False,False,True
6611,78,181519,5.9,11,0.7,4,4,35,18,140976,18896,9,3,6,5,5,1,10,4,2,7,5,True,False,False,False,True,False,False,False,True
6612,30,69418,6.5,14,2.4,7,8,33,14,41613,87181,9,0,2,10,2,10,6,8,6,2,1,False,False,True,True,False,False,False,False,True
6613,66,52190,4.7,2,3.6,4,6,5,2,12390,668,5,8,2,1,7,8,1,7,9,8,4,False,False,True,False,False,True,False,True,False
6614,52,41014,7.6,5,2.7,3,4,39,10,61596,101088,4,8,5,1,1,4,3,1,10,3,1,True,False,False,False,False,True,False,False,True
6615,69,219071,3.5,14,1.7,1,3,34,13,11447,77444,4,1,1,6,8,4,6,6,10,10,1,True,False,False,True,False,False,False,False,True
6616,28,196350,5.4,7,3.4,2,5,14,11,148175,101845,1,9,7,1,1,7,3,9,4,5,6,False,False,True,False,True,False,False,False,True
6617,76,140563,3.9,14,0.0,7,3,19,4,44117,111056,7,8,5,5,6,6,9,3,6,3,1,True,False,False,True,False,False,False,False,True
6618,38,16780,5.4,7,2.4,6,8,27,1,118433,117143,4,5,4,1,1,6,6,9,9,2,2,True,False,False,False,True,False,False,False,True
6619,68,237715,4.9,10,1.4,8,6,36,6,77925,90882,6,1,6,1,10,8,3,3,4,5,1,False,False,True,False,True,False,False,False,True
6620,71,205330,7.7,7,3.1,3,6,37,4,12725,74651,7,7,2,7,6,3,1,4,1,1,10,False,True,False,False,True,False,False,False,True
6621,28,243195,5.6,12,0.0,6,7,20,2,75050,147386,6,9,6,8,10,5,1,9,3,4,6,True,False,False,False,False,True,False,False,True
6622,47,57192,9.0,4,1.9,6,7,23,9,87248,88736,2,0,1,3,10,3,6,9,9,8,7,False,False,True,False,True,False,False,False,True
6623,77,205372,5.5,12,1.7,2,8,9,10,8878,143021,9,9,1,6,3,10,3,7,2,4,6,False,False,True,True,False,False,False,False,True
6624,65,119875,3.8,6,3.7,1,5,35,7,75085,58035,5,2,7,7,8,1,1,10,6,6,10,True,False,False,False,True,False,False,False,True
6625,70,236576,5.5,11,1.5,2,5,8,5,137067,133497,2,4,2,5,5,8,2,6,7,9,2,False,True,False,True,False,False,False,False,True
6626,52,114129,7.0,10,2.2,9,6,21,11,2939,100349,1,0,4,2,1,4,6,5,5,8,7,False,True,False,False,False,True,False,False,True
6627,39,58923,9.4,6,2.6,6,4,41,12,60138,31160,4,5,1,2,5,7,3,8,6,9,4,False,False,True,False,True,False,False,False,True
6628,55,104196,4.7,7,2.5,3,2,36,1,67655,23850,4,1,7,5,6,7,1,2,8,7,4,False,True,False,False,False,True,True,False,False
6629,48,17395,9.3,9,2.4,10,2,15,15,18211,130461,9,9,6,8,7,4,1,4,8,9,10,False,False,True,True,False,False,False,False,True
6630,31,117449,5.6,6,2.6,7,2,42,12,83563,42869,2,5,4,10,3,9,7,10,4,10,4,False,True,False,False,True,False,False,False,True
6631,41,136747,5.1,12,2.5,1,2,23,8,2635,142876,1,7,4,8,6,2,10,8,8,7,6,True,False,False,False,False,True,False,False,True
6632,67,243456,7.6,10,5.6,8,5,3,12,41418,88532,8,4,6,7,9,10,9,9,10,1,1,True,False,False,False,True,False,False,False,True
6633,66,161851,8.8,1,0.2,10,2,43,14,12701,142201,4,6,3,3,7,3,3,9,10,9,4,False,False,True,False,True,False,False,False,True
6634,49,86028,7.1,8,1.5,7,7,22,7,98776,72970,2,6,6,1,1,8,7,9,5,7,10,False,False,True,True,False,False,False,False,True
6635,53,175794,3.2,2,2.4,3,4,41,16,145432,103321,8,3,3,9,9,2,10,6,3,6,3,False,True,False,False,False,True,False,False,True
6636,49,153183,6.7,3,3.9,4,10,21,9,144342,37636,8,6,3,2,5,6,2,4,7,1,6,False,True,False,True,False,False,False,False,True
6637,72,156056,10.3,12,3.7,7,5,1,8,33826,48301,1,9,1,8,1,5,7,5,9,2,5,True,False,False,False,False,True,False,False,True
6638,32,243624,1.4,5,3.8,4,2,27,16,38658,6566,4,3,5,10,10,8,10,10,7,8,1,True,False,False,True,False,False,False,False,True
6639,60,108176,6.7,6,2.5,5,1,18,16,68681,62112,10,3,1,9,7,3,3,8,4,9,3,False,True,False,True,False,False,False,False,True
6640,75,218400,5.4,7,4.1,1,9,19,18,85927,124769,10,9,4,10,5,10,4,2,3,6,8,True,False,False,False,False,True,False,False,True
6641,52,41924,4.1,12,1.7,5,6,27,18,120701,32998,5,9,7,9,3,2,5,5,2,4,1,False,True,False,True,False,False,False,False,True
6642,20,198775,8.1,4,3.7,10,5,41,1,144815,16147,1,0,5,7,10,3,4,1,7,2,9,True,False,False,False,True,False,False,True,False
6643,33,47577,2.5,3,2.7,10,5,23,10,43531,67846,6,0,1,4,3,1,10,5,5,5,6,False,True,False,True,False,False,False,False,True
6644,22,153783,5.3,9,2.8,4,2,26,7,116581,123123,1,0,7,10,5,3,1,5,7,10,3,False,False,True,True,False,False,False,False,True
6645,38,100548,8.0,4,0.8,3,8,43,16,105393,5246,2,4,3,2,7,5,6,2,6,5,1,False,False,True,True,False,False,False,True,False
6646,78,245941,7.8,9,0.2,9,4,1,0,101811,15689,9,3,7,2,10,4,1,4,10,6,1,False,False,True,False,True,False,False,True,False
6647,27,248043,7.2,9,2.1,1,4,6,17,82165,13511,8,2,3,2,6,7,6,6,6,6,1,False,True,False,False,True,False,False,False,True
6648,36,140093,6.3,11,2.4,10,8,0,6,140679,97186,4,5,7,2,5,2,2,5,1,7,1,False,True,False,False,True,False,False,False,True
6649,42,150168,5.8,12,1.0,5,4,10,8,125018,27459,9,6,7,6,3,9,3,3,8,7,5,False,False,True,True,False,False,False,False,True
6650,21,81555,5.1,14,3.7,10,1,30,8,35316,59710,3,1,1,1,4,1,7,6,4,9,1,True,False,False,True,False,False,False,False,True
6651,78,104848,4.1,3,1.4,2,4,29,9,12370,142172,1,1,5,7,10,9,6,3,7,2,1,True,False,False,True,False,False,False,False,True
6652,46,221084,7.6,3,3.2,5,10,12,15,146989,94257,5,7,4,4,7,10,6,9,9,1,3,True,False,False,False,True,False,False,False,True
6653,36,23254,6.4,13,2.1,5,1,23,10,9462,127465,8,4,2,7,2,7,6,4,10,3,3,False,False,True,True,False,False,False,False,True
6654,60,140410,7.7,14,3.5,10,6,17,5,96446,83694,6,4,7,8,9,9,10,9,1,6,8,True,False,False,False,True,False,False,False,True
6655,19,244027,4.4,11,0.9,1,2,12,11,35590,95069,4,6,5,7,2,2,8,5,9,6,4,False,False,True,False,False,True,False,False,True
6656,27,223192,4.4,13,0.4,4,9,16,9,105148,53011,10,4,4,10,9,10,2,4,6,5,4,False,False,True,True,False,False,False,False,True
6657,78,152037,7.0,8,3.2,7,10,45,15,108316,81608,1,5,7,8,4,6,10,5,7,8,9,False,True,False,False,False,True,False,False,True
6658,60,223072,1.4,1,3.6,1,4,47,13,139783,37906,1,8,4,4,10,6,10,7,7,6,10,False,False,True,False,True,False,False,False,True
6659,42,224047,1.0,6,2.9,10,8,29,16,131004,90478,6,8,6,6,5,4,1,10,5,5,5,False,False,True,True,False,False,False,False,True
6660,37,204059,8.0,6,1.4,2,2,18,19,75744,608,5,8,6,6,6,4,1,1,8,1,1,False,True,False,False,False,True,False,True,False
6661,65,118025,4.6,9,3.4,4,5,11,4,27564,23552,5,5,7,4,9,6,3,9,5,2,10,True,False,False,True,False,False,False,False,True
6662,36,145509,6.4,2,3.2,10,8,25,3,112669,97434,9,8,3,5,1,10,1,8,10,8,2,False,True,False,True,False,False,False,False,True
6663,40,47963,6.8,14,1.0,2,1,17,12,121043,127198,7,9,1,3,5,6,4,5,10,3,3,True,False,False,False,False,True,False,False,True
6664,41,240048,8.1,8,3.1,2,6,11,6,83409,119114,5,2,6,9,5,5,2,3,3,10,9,False,True,False,False,False,True,False,False,True
6665,28,18273,5.1,7,2.7,1,2,43,10,8581,135469,4,5,1,5,4,2,5,2,6,7,1,False,False,True,False,False,True,False,False,True
6666,63,30330,5.2,2,2.6,2,5,49,10,149355,28278,4,7,6,6,7,2,1,2,10,10,10,False,True,False,False,True,False,False,False,True
6667,51,167566,4.8,1,0.7,3,1,41,11,86776,7213,1,1,5,8,8,1,7,7,3,6,2,True,False,False,True,False,False,False,False,True
6668,72,91422,7.2,4,3.6,4,4,1,2,19821,89033,2,1,2,7,6,10,9,2,6,9,9,True,False,False,True,False,False,False,False,True
6669,45,137089,7.3,2,1.8,1,3,19,11,11590,6032,8,7,6,10,10,6,10,2,7,9,2,False,False,True,False,False,True,False,True,False
6670,22,18212,8.6,3,1.7,1,10,5,2,133255,13662,7,0,1,7,8,6,5,10,3,7,7,False,False,True,True,False,False,True,False,False
6671,76,247131,3.5,14,3.1,7,5,0,0,120245,90490,4,8,1,8,6,1,1,5,1,10,10,True,False,False,True,False,False,False,False,True
6672,22,229513,10.5,2,2.2,5,8,25,9,100056,24998,1,2,6,2,5,3,8,10,6,1,6,False,True,False,False,True,False,False,False,True
6673,68,102594,5.4,14,0.6,7,9,6,0,48958,73271,4,0,3,3,3,3,7,9,4,5,4,False,False,True,False,True,False,False,False,True
6674,38,147152,5.9,9,4.5,10,5,31,0,23091,68019,9,0,2,3,7,4,4,10,2,4,8,False,False,True,False,False,True,False,False,True
6675,29,47675,6.3,4,2.8,9,9,32,10,90993,118612,4,6,7,10,8,8,7,6,6,8,2,True,False,False,False,False,True,False,False,True
6676,67,37007,4.2,1,2.5,1,10,9,15,89543,34885,1,1,1,4,6,9,10,3,3,8,10,True,False,False,False,False,True,False,False,True
6677,21,128805,5.2,8,2.5,8,4,44,2,7581,62026,10,1,2,7,8,6,7,9,4,10,5,False,False,True,False,False,True,False,False,True
6678,71,97641,8.9,4,2.5,10,5,40,2,106589,64459,8,1,4,3,3,3,3,3,9,9,1,False,False,True,False,False,True,False,False,True
6679,66,110815,9.0,14,2.6,4,9,14,7,69434,85634,9,1,4,2,9,3,8,8,6,5,5,False,False,True,False,True,False,False,False,True
6680,59,61815,6.4,10,4.0,9,9,30,12,138859,51813,3,8,7,8,6,9,5,6,2,5,2,False,True,False,False,True,False,False,False,True
6681,37,98482,8.1,11,4.6,2,2,23,15,86002,28668,2,5,6,7,1,5,9,4,7,9,7,True,False,False,True,False,False,False,False,True
6682,55,15639,6.8,11,2.1,9,5,28,14,5859,83835,5,5,1,9,1,7,3,6,9,5,9,True,False,False,False,False,True,False,False,True
6683,42,78593,5.9,8,3.4,8,8,17,9,31541,65234,1,9,2,3,5,6,8,4,8,8,4,True,False,False,False,True,False,False,False,True
6684,31,93038,4.5,8,3.3,6,1,6,16,88650,116862,4,1,2,8,10,4,1,8,5,10,4,True,False,False,True,False,False,False,False,True
6685,28,249566,4.3,9,3.4,5,4,33,2,104692,7565,6,3,1,4,3,9,6,7,6,7,4,True,False,False,False,False,True,False,True,False
6686,49,108899,4.5,14,4.2,3,8,13,13,20280,88507,7,5,1,3,7,2,6,4,7,7,10,False,False,True,False,True,False,False,False,True
6687,28,18736,9.2,12,3.6,1,10,19,0,33554,114241,2,5,6,5,5,7,9,5,8,2,4,True,False,False,False,True,False,False,False,True
6688,78,31473,7.7,10,3.0,6,2,28,8,116009,67354,10,5,3,6,8,9,7,8,9,5,1,False,False,True,False,False,True,False,False,True
6689,35,143771,8.9,7,1.7,10,1,36,18,30074,111086,9,3,7,5,1,8,3,8,3,3,9,True,False,False,False,True,False,False,False,True
6690,44,140801,6.8,4,2.9,5,6,41,9,95763,22494,2,8,5,7,8,1,2,2,8,4,8,False,False,True,False,True,False,False,True,False
6691,72,180091,4.2,12,1.1,8,6,30,10,58196,90791,5,9,1,9,3,10,5,10,9,4,9,False,True,False,False,True,False,False,False,True
6692,71,122598,7.2,12,3.1,1,1,18,13,125433,37994,7,6,2,3,8,9,4,10,2,9,10,False,False,True,False,False,True,False,False,True
6693,35,101623,8.5,14,2.9,10,3,22,15,86566,68461,9,0,2,1,5,2,1,6,6,5,6,False,True,False,False,False,True,False,False,True
6694,73,240097,7.3,2,0.6,1,10,6,6,130050,88958,7,7,4,2,10,5,5,5,8,2,10,True,False,False,False,False,True,False,False,True
6695,40,51820,3.4,6,1.9,7,8,5,8,116751,117459,6,2,1,5,4,1,8,10,8,3,4,False,False,True,False,True,False,False,False,True
6696,28,230933,3.1,4,1.5,8,9,34,12,76269,99014,6,0,3,10,3,9,9,10,5,10,9,True,False,False,True,False,False,False,False,True
6697,38,72589,7.3,6,3.4,10,8,28,6,13832,4645,5,3,3,7,2,2,1,6,10,6,3,False,False,True,False,False,True,False,True,False
6698,61,211879,5.4,8,2.1,1,1,12,0,114260,73253,9,3,7,2,5,6,1,9,8,7,8,False,True,False,True,False,False,False,False,True
6699,22,33414,6.6,3,0.6,9,4,38,6,61544,112680,10,1,5,10,8,4,9,5,8,9,1,True,False,False,False,False,True,False,False,True
6700,40,142378,4.6,1,3.1,7,9,24,1,80780,37888,4,8,3,4,3,5,8,4,9,7,8,False,False,True,False,False,True,False,False,True
6701,58,39220,6.3,5,2.8,7,1,33,1,3718,149340,2,1,5,1,10,10,7,9,2,10,4,True,False,False,True,False,False,False,False,True
6702,76,75531,3.8,12,2.7,8,4,18,0,59271,146343,1,4,6,1,8,5,8,4,9,5,7,False,False,True,False,True,False,False,False,True
6703,42,125002,6.5,3,1.1,8,10,3,8,36433,68817,4,4,1,1,9,2,1,8,1,8,2,False,False,True,False,False,True,False,False,True
6704,58,188497,7.5,6,3.3,1,7,23,9,19298,58327,1,5,6,8,9,3,4,2,10,8,7,False,False,True,False,False,True,False,False,True
6705,71,24387,7.6,3,2.4,4,7,32,9,107607,128190,9,2,6,3,9,5,5,2,3,8,4,False,False,True,False,True,False,False,False,True
6706,27,91815,3.4,1,2.3,9,7,42,4,149383,65975,8,6,2,2,8,10,1,3,8,5,3,False,False,True,True,False,False,False,False,True
6707,39,42584,6.9,9,0.9,3,10,1,6,47473,97373,4,4,1,7,6,8,1,5,7,2,6,False,False,True,False,False,True,False,False,True
6708,36,59783,4.8,5,0.9,6,4,1,9,3529,107486,2,5,5,2,6,6,8,8,4,8,1,False,True,False,False,True,False,False,False,True
6709,18,185881,9.1,13,6.0,4,8,13,2,39566,121999,10,5,6,5,6,6,8,10,7,3,6,False,False,True,True,False,False,False,False,True
6710,24,200399,7.9,13,1.0,1,3,49,11,38227,46618,10,6,2,7,6,1,5,8,9,4,6,False,False,True,True,False,False,False,False,True
6711,21,139494,6.1,2,0.0,3,9,10,19,122145,16612,6,6,1,9,2,8,5,1,8,4,3,False,True,False,False,False,True,False,True,False
6712,18,130814,10.4,2,2.0,3,6,33,15,47436,57003,6,3,1,10,5,7,7,3,3,10,2,False,True,False,False,False,True,False,False,True
6713,32,145752,4.5,11,2.3,3,7,37,17,125381,115857,3,0,4,9,9,8,5,10,8,3,8,False,True,False,False,False,True,False,False,True
6714,57,156929,5.9,14,1.3,6,9,27,15,63540,10421,3,0,6,9,5,7,1,6,4,8,9,False,False,True,True,False,False,False,True,False
6715,29,188333,7.1,9,1.4,9,4,38,9,19763,95539,7,0,5,4,1,10,2,9,1,6,8,False,False,True,False,True,False,False,False,True
6716,39,88588,10.1,12,2.3,7,5,21,0,60307,148721,7,2,2,4,9,6,9,8,3,1,2,False,True,False,True,False,False,False,False,True
6717,39,163067,8.9,1,3.0,7,1,41,15,81973,11498,10,1,3,8,3,2,8,1,3,1,3,False,True,False,True,False,False,False,True,False
6718,67,28580,7.6,10,0.7,1,10,32,4,38935,95018,9,4,7,6,3,5,8,2,4,1,4,True,False,False,False,True,False,False,False,True
6719,64,33240,4.2,3,2.0,9,8,37,11,43913,115631,6,4,4,3,5,10,7,8,2,2,4,False,True,False,False,False,True,False,False,True
6720,34,98446,4.2,12,2.5,4,2,30,15,127875,98359,10,4,4,5,5,4,1,2,1,4,3,True,False,False,False,False,True,False,False,True
6721,46,221824,7.4,13,2.2,8,5,13,13,99184,139287,5,2,1,2,2,3,3,3,2,1,8,True,False,False,False,False,True,False,False,True
6722,63,119533,3.5,13,1.6,1,5,37,9,42511,56349,10,3,7,2,6,9,5,4,8,4,10,True,False,False,False,False,True,False,False,True
6723,31,192183,6.6,10,1.2,8,10,8,15,4712,55657,9,9,2,4,9,2,2,2,2,4,6,False,True,False,False,True,False,False,False,True
6724,67,236519,7.6,11,4.7,9,4,23,14,142487,18724,2,4,7,10,3,3,1,10,1,1,4,True,False,False,False,True,False,False,False,True
6725,37,180938,3.0,7,0.0,5,4,28,10,29936,133568,2,2,7,7,5,6,6,3,10,10,2,False,True,False,False,False,True,False,False,True
6726,67,95974,7.3,14,3.8,7,2,4,5,3354,23649,4,5,2,4,2,2,2,5,9,9,6,False,False,True,False,True,False,False,False,True
6727,65,88401,7.8,1,1.0,10,3,41,18,51903,88018,4,7,4,5,6,3,4,3,3,4,7,False,True,False,False,False,True,False,False,True
6728,50,228165,5.3,2,2.8,2,10,38,14,91543,12121,10,5,3,10,3,10,10,2,3,4,6,False,False,True,False,False,True,False,True,False
6729,72,158283,5.7,14,2.6,1,2,26,12,15085,7316,10,6,4,9,6,5,5,3,4,6,4,False,True,False,False,True,False,False,True,False
6730,76,205057,2.4,6,1.1,6,1,7,18,102484,10084,10,2,1,3,3,6,6,6,6,7,8,False,False,True,True,False,False,False,False,True
6731,60,179340,5.8,9,2.3,9,4,28,0,87587,64254,4,1,7,8,5,7,2,3,6,2,2,False,False,True,False,True,False,False,False,True
6732,32,18646,2.9,12,2.0,1,9,11,9,127004,111921,5,1,3,3,10,4,5,4,5,6,8,False,False,True,False,True,False,False,False,True
6733,29,201443,4.6,9,2.5,10,6,7,10,134950,102605,3,0,7,3,10,10,8,5,6,4,6,False,False,True,True,False,False,False,False,True
6734,57,57816,5.2,12,4.2,1,8,41,11,86820,72725,2,6,5,4,5,6,3,4,10,1,7,False,False,True,False,True,False,False,False,True
6735,71,104460,3.7,8,4.3,4,2,40,13,116269,34841,4,0,2,6,7,2,8,2,9,6,4,False,True,False,True,False,False,False,False,True
6736,37,59112,3.5,14,1.5,10,2,20,15,59791,26989,9,0,6,5,4,4,1,8,4,10,10,True,False,False,False,True,False,False,False,True
6737,47,66048,3.6,3,2.9,6,2,47,6,116867,78449,4,0,7,9,4,10,7,2,8,6,10,False,True,False,True,False,False,False,False,True
6738,55,200983,8.4,2,3.8,9,8,46,3,5584,72110,10,0,2,7,5,8,1,10,6,3,4,False,False,True,False,True,False,False,False,True
